date,sku,on_hand,on_order
2025-09-10,P110,651,0
2025-09-11,P110,623,0
2025-09-12,P110,598,0
2025-09-13,P110,585,0
2025-09-14,P110,579,0
2025-09-15,P110,551,0
2025-09-16,P110,521,0
2025-09-17,P110,488,485
2025-09-18,P110,457,485
2025-09-19,P110,430,485
2025-09-20,P110,415,485
2025-09-21,P110,409,485
2025-09-22,P110,379,485
2025-09-23,P110,345,485
2025-09-24,P110,317,485
2025-09-25,P110,282,485
2025-09-26,P110,251,485
2025-09-27,P110,240,485
2025-09-28,P110,233,485
2025-09-29,P110,198,485
2025-09-30,P110,164,485
2025-10-01,P110,134,485
2025-10-02,P110,103,485
2025-10-03,P110,73,485
2025-10-04,P110,55,485
2025-10-05,P110,49,485
2025-10-06,P110,19,485
2025-10-07,P110,465,540
2025-10-08,P110,432,540
2025-10-09,P110,395,540
2025-10-10,P110,355,540
2025-10-11,P110,339,540
2025-10-12,P110,333,540
2025-10-13,P110,302,540
2025-10-14,P110,264,540
2025-10-15,P110,227,540
2025-10-16,P110,187,540
2025-10-17,P110,157,540
2025-10-18,P110,122,540
2025-10-19,P110,116,540
2025-10-20,P110,92,540
2025-10-21,P110,58,540
2025-10-22,P110,29,540
2025-10-23,P110,0,540
2025-10-24,P110,0,540
2025-10-25,P110,0,540
2025-10-26,P110,0,540
2025-10-27,P110,506,580
2025-10-28,P110,472,580
2025-10-29,P110,431,580
2025-10-30,P110,393,580
2025-10-31,P110,364,580
2025-11-01,P110,344,580
2025-11-02,P110,336,580
2025-11-03,P110,303,580
2025-11-04,P110,268,580
2025-11-05,P110,234,580
2025-11-06,P110,203,580
2025-11-07,P110,173,580
2025-11-08,P110,153,580
2025-11-09,P110,139,580
2025-11-10,P110,108,580
2025-11-11,P110,77,580
2025-11-12,P110,46,580
2025-11-13,P110,13,580
2025-11-14,P110,0,580
2025-11-15,P110,564,565
2025-11-16,P110,556,565
2025-11-17,P110,522,565
2025-11-18,P110,487,565
2025-11-19,P110,449,565
2025-11-20,P110,413,565
2025-11-21,P110,386,565
2025-11-22,P110,371,565
2025-11-23,P110,364,565
2025-11-24,P110,329,565
2025-11-25,P110,289,565
2025-11-26,P110,255,565
2025-11-27,P110,216,565
2025-11-28,P110,170,565
2025-11-29,P110,136,565
2025-11-30,P110,129,565
2025-12-01,P110,99,565
2025-12-02,P110,60,565
2025-12-03,P110,36,565
2025-12-04,P110,5,565
2025-12-05,P110,0,565
2025-12-06,P110,0,565
2025-12-07,P110,0,565
2025-12-08,P110,0,565
2025-12-09,P110,0,565
2025-12-10,P110,0,565
2025-12-11,P110,0,565
2025-12-12,P110,0,565
2025-12-13,P110,0,565
2025-12-14,P110,0,565
2025-12-15,P110,0,565
2025-12-16,P110,0,565
2025-12-17,P110,533,605
2025-12-18,P110,494,605
2025-12-19,P110,464,605
2025-12-20,P110,445,605
2025-12-21,P110,438,605
2025-12-22,P110,399,605
2025-12-23,P110,368,605
2025-12-24,P110,338,605
2025-12-25,P110,303,605
2025-12-26,P110,276,605
2025-12-27,P110,259,605
2025-12-28,P110,251,605
2025-12-29,P110,225,605
2025-12-30,P110,190,605
2025-12-31,P110,153,605
2023-01-01,P111,2780,0
2023-01-02,P111,2638,0
2023-01-03,P111,2366,2500
2023-01-04,P111,2232,2500
2023-01-05,P111,2085,2500
2023-01-06,P111,1935,2500
2023-01-07,P111,1833,2500
2023-01-08,P111,1805,2500
2023-01-09,P111,1494,2500
2023-01-10,P111,1375,2500
2023-01-11,P111,1242,2500
2023-01-12,P111,1117,2500
2023-01-13,P111,978,2500
2023-01-14,P111,901,2500
2023-01-15,P111,873,2500
2023-01-16,P111,742,2500
2023-01-17,P111,3132,0
2023-01-18,P111,2978,0
2023-01-19,P111,2854,0
2023-01-20,P111,2734,0
2023-01-21,P111,2660,0
2023-01-22,P111,2633,0
2023-01-23,P111,2490,0
2023-01-24,P111,2348,0
2023-01-25,P111,2215,0
2023-01-26,P111,2084,0
2023-01-27,P111,1979,1850
2023-01-28,P111,1914,1850
2023-01-29,P111,1885,1850
2023-01-30,P111,1771,1850
2023-01-31,P111,1651,1850
2023-02-01,P111,1536,1850
2023-02-02,P111,1410,1850
2023-02-03,P111,1274,1850
2023-02-04,P111,1206,1850
2023-02-05,P111,1186,1850
2023-02-06,P111,1054,1850
2023-02-07,P111,932,1850
2023-02-08,P111,800,1850
2023-02-09,P111,2531,0
2023-02-10,P111,2427,0
2023-02-11,P111,2364,0
2023-02-12,P111,2340,0
2023-02-13,P111,2215,0
2023-02-14,P111,2102,0
2023-02-15,P111,1995,0
2023-02-16,P111,1867,0
2023-02-17,P111,1741,1705
2023-02-18,P111,1675,1705
2023-02-19,P111,1652,1705
2023-02-20,P111,1544,1705
2023-02-21,P111,1431,1705
2023-02-22,P111,1300,1705
2023-02-23,P111,1195,1705
2023-02-24,P111,1074,1705
2023-02-25,P111,1009,1705
2023-02-26,P111,982,1705
2023-02-27,P111,853,1705
2023-02-28,P111,726,1705
2023-03-01,P111,628,1705
2023-03-02,P111,507,1705
2023-03-03,P111,398,1705
2023-03-04,P111,342,1705
2023-03-05,P111,2020,0
2023-03-06,P111,1909,0
2023-03-07,P111,1799,0
2023-03-08,P111,1671,1645
2023-03-09,P111,1565,1645
2023-03-10,P111,1467,1645
2023-03-11,P111,1417,1645
2023-03-12,P111,1396,1645
2023-03-13,P111,1295,1645
2023-03-14,P111,1173,1645
2023-03-15,P111,1074,1645
2023-03-16,P111,988,1645
2023-03-17,P111,882,1645
2023-03-18,P111,830,1645
2023-03-19,P111,808,1645
2023-03-20,P111,685,1645
2023-03-21,P111,573,1645
2023-03-22,P111,446,1645
2023-03-23,P111,341,1645
2023-03-24,P111,1874,0
2023-03-25,P111,1822,0
2023-03-26,P111,1800,0
2023-03-27,P111,1705,0
2023-03-28,P111,1605,1495
2023-03-29,P111,1501,1495
2023-03-30,P111,1412,1495
2023-03-31,P111,1312,1495
2023-04-01,P111,1260,1495
2023-04-02,P111,1238,1495
2023-04-03,P111,1149,1495
2023-04-04,P111,1033,1495
2023-04-05,P111,908,1495
2023-04-06,P111,789,1495
2023-04-07,P111,672,1495
2023-04-08,P111,619,1495
2023-04-09,P111,599,1495
2023-04-10,P111,492,1495
2023-04-11,P111,1884,0
2023-04-12,P111,1800,0
2023-04-13,P111,1691,0
2023-04-14,P111,1598,1490
2023-04-15,P111,1554,1490
2023-04-16,P111,1534,1490
2023-04-17,P111,1436,1490
2023-04-18,P111,1332,1490
2023-04-19,P111,1230,1490
2023-04-20,P111,1116,1490
2023-04-21,P111,1035,1490
2023-04-22,P111,984,1490
2023-04-23,P111,965,1490
2023-04-24,P111,2342,0
2023-04-25,P111,2245,0
2023-04-26,P111,2148,0
2023-04-27,P111,1974,0
2023-04-28,P111,1867,0
2023-04-29,P111,1808,0
2023-04-30,P111,1791,0
2023-05-01,P111,1687,0
2023-05-02,P111,1582,1530
2023-05-03,P111,1482,1530
2023-05-04,P111,1384,1530
2023-05-05,P111,1278,1530
2023-05-06,P111,1221,1530
2023-05-07,P111,1199,1530
2023-05-08,P111,989,1530
2023-05-09,P111,862,1530
2023-05-10,P111,767,1530
2023-05-11,P111,687,1530
2023-05-12,P111,597,1530
2023-05-13,P111,546,1530
2023-05-14,P111,523,1530
2023-05-15,P111,431,1530
2023-05-16,P111,1854,0
2023-05-17,P111,1771,0
2023-05-18,P111,1663,1545
2023-05-19,P111,1570,1545
2023-05-20,P111,1485,1545
2023-05-21,P111,1460,1545
2023-05-22,P111,1351,1545
2023-05-23,P111,1261,1545
2023-05-24,P111,1162,1545
2023-05-25,P111,1036,1545
2023-05-26,P111,923,1545
2023-05-27,P111,867,1545
2023-05-28,P111,851,1545
2023-05-29,P111,738,1545
2023-05-30,P111,643,1545
2023-05-31,P111,528,1545
2023-06-01,P111,438,1545
2023-06-02,P111,340,1545
2023-06-03,P111,292,1545
2023-06-04,P111,1817,0
2023-06-05,P111,1711,0
2023-06-06,P111,1623,0
2023-06-07,P111,1495,1495
2023-06-08,P111,1407,1495
2023-06-09,P111,1324,1495
2023-06-10,P111,1268,1495
2023-06-11,P111,1244,1495
2023-06-12,P111,1147,1495
2023-06-13,P111,1055,1495
2023-06-14,P111,963,1495
2023-06-15,P111,874,1495
2023-06-16,P111,775,1495
2023-06-17,P111,723,1495
2023-06-18,P111,701,1495
2023-06-19,P111,595,1495
2023-06-20,P111,1974,0
2023-06-21,P111,1874,0
2023-06-22,P111,1780,0
2023-06-23,P111,1681,0
2023-06-24,P111,1628,0
2023-06-25,P111,1606,0
2023-06-26,P111,1510,1395
2023-06-27,P111,1394,1395
2023-06-28,P111,1301,1395
2023-06-29,P111,1202,1395
2023-06-30,P111,1010,1395
2023-07-01,P111,962,1395
2023-07-02,P111,938,1395
2023-07-03,P111,848,1395
2023-07-04,P111,757,1395
2023-07-05,P111,666,1395
2023-07-06,P111,559,1395
2023-07-07,P111,450,1395
2023-07-08,P111,386,1395
2023-07-09,P111,361,1395
2023-07-10,P111,242,1395
2023-07-11,P111,139,1395
2023-07-12,P111,38,1395
2023-07-13,P111,0,1395
2023-07-14,P111,0,1395
2023-07-15,P111,0,1395
2023-07-16,P111,1369,1500
2023-07-17,P111,1281,1500
2023-07-18,P111,1160,1500
2023-07-19,P111,1047,1500
2023-07-20,P111,938,1500
2023-07-21,P111,831,1500
2023-07-22,P111,778,1500
2023-07-23,P111,753,1500
2023-07-24,P111,638,1500
2023-07-25,P111,507,1500
2023-07-26,P111,370,1500
2023-07-27,P111,254,1500
2023-07-28,P111,155,1500
2023-07-29,P111,102,1500
2023-07-30,P111,1573,1600
2023-07-31,P111,1436,1600
2023-08-01,P111,1302,1600
2023-08-02,P111,1181,1600
2023-08-03,P111,1053,1600
2023-08-04,P111,925,1600
2023-08-05,P111,867,1600
2023-08-06,P111,842,1600
2023-08-07,P111,737,1600
2023-08-08,P111,614,1600
2023-08-09,P111,470,1600
2023-08-10,P111,220,1600
2023-08-11,P111,103,1600
2023-08-12,P111,34,1600
2023-08-13,P111,10,1600
2023-08-14,P111,0,1600
2023-08-15,P111,0,1600
2023-08-16,P111,0,1600
2023-08-17,P111,0,1600
2023-08-18,P111,1489,1885
2023-08-19,P111,1424,1885
2023-08-20,P111,1398,1885
2023-08-21,P111,1281,1885
2023-08-22,P111,1123,1885
2023-08-23,P111,1000,1885
2023-08-24,P111,905,1885
2023-08-25,P111,760,1885
2023-08-26,P111,699,1885
2023-08-27,P111,670,1885
2023-08-28,P111,550,1885
2023-08-29,P111,2292,0
2023-08-30,P111,2160,0
2023-08-31,P111,2016,0
2023-09-01,P111,1895,1825
2023-09-02,P111,1832,1825
2023-09-03,P111,1804,1825
2023-09-04,P111,1677,1825
2023-09-05,P111,1568,1825
2023-09-06,P111,1441,1825
2023-09-07,P111,1266,1825
2023-09-08,P111,1165,1825
2023-09-09,P111,1093,1825
2023-09-10,P111,1066,1825
2023-09-11,P111,903,1825
2023-09-12,P111,779,1825
2023-09-13,P111,638,1825
2023-09-14,P111,492,1825
2023-09-15,P111,365,1825
2023-09-16,P111,300,1825
2023-09-17,P111,271,1825
2023-09-18,P111,1962,1900
2023-09-19,P111,1823,1900
2023-09-20,P111,1667,1900
2023-09-21,P111,1523,1900
2023-09-22,P111,1383,1900
2023-09-23,P111,1307,1900
2023-09-24,P111,1275,1900
2023-09-25,P111,1114,1900
2023-09-26,P111,972,1900
2023-09-27,P111,814,1900
2023-09-28,P111,693,1900
2023-09-29,P111,592,1900
2023-09-30,P111,2403,0
2023-10-01,P111,2374,0
2023-10-02,P111,2226,0
2023-10-03,P111,2097,2005
2023-10-04,P111,1971,2005
2023-10-05,P111,1839,2005
2023-10-06,P111,1693,2005
2023-10-07,P111,1622,2005
2023-10-08,P111,1593,2005
2023-10-09,P111,1459,2005
2023-10-10,P111,1288,2005
2023-10-11,P111,1125,2005
2023-10-12,P111,987,2005
2023-10-13,P111,838,2005
2023-10-14,P111,764,2005
2023-10-15,P111,2740,0
2023-10-16,P111,2502,0
2023-10-17,P111,2338,2175
2023-10-18,P111,2202,2175
2023-10-19,P111,2047,2175
2023-10-20,P111,1868,2175
2023-10-21,P111,1789,2175
2023-10-22,P111,1734,2175
2023-10-23,P111,1586,2175
2023-10-24,P111,1423,2175
2023-10-25,P111,1297,2175
2023-10-26,P111,1121,2175
2023-10-27,P111,964,2175
2023-10-28,P111,892,2175
2023-10-29,P111,861,2175
2023-10-30,P111,2895,0
2023-10-31,P111,2733,0
2023-11-01,P111,2578,0
2023-11-02,P111,2425,0
2023-11-03,P111,2298,2150
2023-11-04,P111,2224,2150
2023-11-05,P111,2189,2150
2023-11-06,P111,2046,2150
2023-11-07,P111,1934,2150
2023-11-08,P111,1782,2150
2023-11-09,P111,1592,2150
2023-11-10,P111,1435,2150
2023-11-11,P111,1361,2150
2023-11-12,P111,1330,2150
2023-11-13,P111,1166,2150
2023-11-14,P111,915,2150
2023-11-15,P111,774,2150
2023-11-16,P111,2766,0
2023-11-17,P111,2597,0
2023-11-18,P111,2522,0
2023-11-19,P111,2485,0
2023-11-20,P111,2345,2285
2023-11-21,P111,2246,2285
2023-11-22,P111,2078,2285
2023-11-23,P111,1918,2285
2023-11-24,P111,1763,2285
2023-11-25,P111,1678,2285
2023-11-26,P111,1646,2285
2023-11-27,P111,1498,2285
2023-11-28,P111,1344,2285
2023-11-29,P111,1197,2285
2023-11-30,P111,1053,2285
2023-12-01,P111,938,2285
2023-12-02,P111,870,2285
2023-12-03,P111,839,2285
2023-12-04,P111,725,2285
2023-12-05,P111,602,2285
2023-12-06,P111,453,2285
2023-12-07,P111,305,2285
2023-12-08,P111,167,2285
2023-12-09,P111,109,2285
2023-12-10,P111,72,2285
2023-12-11,P111,0,2285
2023-12-12,P111,2143,0
2023-12-13,P111,2011,1880
2023-12-14,P111,1667,1880
2023-12-15,P111,1519,1880
2023-12-16,P111,1445,1880
2023-12-17,P111,1416,1880
2023-12-18,P111,1263,1880
2023-12-19,P111,1129,1880
2023-12-20,P111,970,1880
2023-12-21,P111,831,1880
2023-12-22,P111,683,1880
2023-12-23,P111,602,1880
2023-12-24,P111,573,1880
2023-12-25,P111,458,1880
2023-12-26,P111,309,1880
2023-12-27,P111,183,1880
2023-12-28,P111,36,1880
2023-12-29,P111,0,1880
2023-12-30,P111,0,1880
2023-12-31,P111,0,1880
2024-01-01,P111,1715,2005
2024-01-02,P111,1571,2005
2024-01-03,P111,1384,2005
2024-01-04,P111,1108,2005
2024-01-05,P111,966,2005
2024-01-06,P111,891,2005
2024-01-07,P111,860,2005
2024-01-08,P111,698,2005
2024-01-09,P111,531,2005
2024-01-10,P111,413,2005
2024-01-11,P111,258,2005
2024-01-12,P111,2121,2295
2024-01-13,P111,2047,2295
2024-01-14,P111,2012,2295
2024-01-15,P111,1732,2295
2024-01-16,P111,1571,2295
2024-01-17,P111,1436,2295
2024-01-18,P111,1315,2295
2024-01-19,P111,1172,2295
2024-01-20,P111,1014,2295
2024-01-21,P111,991,2295
2024-01-22,P111,835,2295
2024-01-23,P111,695,2295
2024-01-24,P111,582,2295
2024-01-25,P111,272,2295
2024-01-26,P111,129,2295
2024-01-27,P111,60,2295
2024-01-28,P111,35,2295
2024-01-29,P111,0,2295
2024-01-30,P111,0,2295
2024-01-31,P111,0,2295
2024-02-01,P111,0,2295
2024-02-02,P111,2162,2260
2024-02-03,P111,2089,2260
2024-02-04,P111,2058,2260
2024-02-05,P111,1902,2260
2024-02-06,P111,1776,2260
2024-02-07,P111,1633,2260
2024-02-08,P111,1521,2260
2024-02-09,P111,1415,2260
2024-02-10,P111,1351,2260
2024-02-11,P111,1323,2260
2024-02-12,P111,3428,0
2024-02-13,P111,3265,0
2024-02-14,P111,3138,0
2024-02-15,P111,3005,0
2024-02-16,P111,2870,0
2024-02-17,P111,2798,0
2024-02-18,P111,2772,0
2024-02-19,P111,2643,0
2024-02-20,P111,2512,0
2024-02-21,P111,2385,0
2024-02-22,P111,2264,0
2024-02-23,P111,2146,0
2024-02-24,P111,2084,0
2024-02-25,P111,2061,0
2024-02-26,P111,1924,1855
2024-02-27,P111,1787,1855
2024-02-28,P111,1634,1855
2024-02-29,P111,1506,1855
2024-03-01,P111,1395,1855
2024-03-02,P111,1336,1855
2024-03-03,P111,1310,1855
2024-03-04,P111,1180,1855
2024-03-05,P111,1057,1855
2024-03-06,P111,953,1855
2024-03-07,P111,843,1855
2024-03-08,P111,729,1855
2024-03-09,P111,662,1855
2024-03-10,P111,2496,0
2024-03-11,P111,2373,0
2024-03-12,P111,2246,0
2024-03-13,P111,2131,0
2024-03-14,P111,2021,0
2024-03-15,P111,1919,0
2024-03-16,P111,1857,0
2024-03-17,P111,1830,0
2024-03-18,P111,1698,1650
2024-03-19,P111,1592,1650
2024-03-20,P111,1476,1650
2024-03-21,P111,1389,1650
2024-03-22,P111,1279,1650
2024-03-23,P111,1215,1650
2024-03-24,P111,1187,1650
2024-03-25,P111,1095,1650
2024-03-26,P111,935,1650
2024-03-27,P111,817,1650
2024-03-28,P111,725,1650
2024-03-29,P111,616,1650
2024-03-30,P111,553,1650
2024-03-31,P111,533,1650
2024-04-01,P111,2069,0
2024-04-02,P111,1968,0
2024-04-03,P111,1837,0
2024-04-04,P111,1611,1760
2024-04-05,P111,1514,1760
2024-04-06,P111,1464,1760
2024-04-07,P111,1440,1760
2024-04-08,P111,1313,1760
2024-04-09,P111,1208,1760
2024-04-10,P111,1102,1760
2024-04-11,P111,1002,1760
2024-04-12,P111,881,1760
2024-04-13,P111,836,1760
2024-04-14,P111,810,1760
2024-04-15,P111,706,1760
2024-04-16,P111,594,1760
2024-04-17,P111,488,1760
2024-04-18,P111,378,1760
2024-04-19,P111,284,1760
2024-04-20,P111,222,1760
2024-04-21,P111,1957,0
2024-04-22,P111,1861,0
2024-04-23,P111,1742,0
2024-04-24,P111,1637,1510
2024-04-25,P111,1530,1510
2024-04-26,P111,1412,1510
2024-04-27,P111,1361,1510
2024-04-28,P111,1337,1510
2024-04-29,P111,1225,1510
2024-04-30,P111,1117,1510
2024-05-01,P111,1004,1510
2024-05-02,P111,896,1510
2024-05-03,P111,809,1510
2024-05-04,P111,758,1510
2024-05-05,P111,2249,0
2024-05-06,P111,2146,0
2024-05-07,P111,2020,0
2024-05-08,P111,1905,0
2024-05-09,P111,1817,0
2024-05-10,P111,1720,0
2024-05-11,P111,1664,0
2024-05-12,P111,1640,0
2024-05-13,P111,1542,1470
2024-05-14,P111,1447,1470
2024-05-15,P111,1340,1470
2024-05-16,P111,1229,1470
2024-05-17,P111,1127,1470
2024-05-18,P111,1078,1470
2024-05-19,P111,1052,1470
2024-05-20,P111,947,1470
2024-05-21,P111,835,1470
2024-05-22,P111,735,1470
2024-05-23,P111,617,1470
2024-05-24,P111,511,1470
2024-05-25,P111,404,1470
2024-05-26,P111,363,1470
2024-05-27,P111,244,1470
2024-05-28,P111,124,1470
2024-05-29,P111,3,1470
2024-05-30,P111,1367,1645
2024-05-31,P111,1267,1645
2024-06-01,P111,1213,1645
2024-06-02,P111,1185,1645
2024-06-03,P111,1084,1645
2024-06-04,P111,987,1645
2024-06-05,P111,882,1645
2024-06-06,P111,782,1645
2024-06-07,P111,666,1645
2024-06-08,P111,618,1645
2024-06-09,P111,597,1645
2024-06-10,P111,486,1645
2024-06-11,P111,358,1645
2024-06-12,P111,238,1645
2024-06-13,P111,111,1645
2024-06-14,P111,4,1645
2024-06-15,P111,0,1645
2024-06-16,P111,0,1645
2024-06-17,P111,0,1645
2024-06-18,P111,1552,1540
2024-06-19,P111,1427,1540
2024-06-20,P111,1196,1540
2024-06-21,P111,1080,1540
2024-06-22,P111,1028,1540
2024-06-23,P111,2542,0
2024-06-24,P111,2422,0
2024-06-25,P111,2306,0
2024-06-26,P111,2189,0
2024-06-27,P111,2073,0
2024-06-28,P111,1976,0
2024-06-29,P111,1920,0
2024-06-30,P111,1896,0
2024-07-01,P111,1681,1855
2024-07-02,P111,1581,1855
2024-07-03,P111,1460,1855
2024-07-04,P111,1335,1855
2024-07-05,P111,1213,1855
2024-07-06,P111,1149,1855
2024-07-07,P111,1123,1855
2024-07-08,P111,994,1855
2024-07-09,P111,871,1855
2024-07-10,P111,779,1855
2024-07-11,P111,647,1855
2024-07-12,P111,546,1855
2024-07-13,P111,492,1855
2024-07-14,P111,470,1855
2024-07-15,P111,318,1855
2024-07-16,P111,187,1855
2024-07-17,P111,78,1855
2024-07-18,P111,0,1855
2024-07-19,P111,0,1855
2024-07-20,P111,0,1855
2024-07-21,P111,0,1855
2024-07-22,P111,0,1855
2024-07-23,P111,1723,1670
2024-07-24,P111,1606,1670
2024-07-25,P111,1469,1670
2024-07-26,P111,1351,1670
2024-07-27,P111,1292,1670
2024-07-28,P111,1264,1670
2024-07-29,P111,1133,1670
2024-07-30,P111,1009,1670
2024-07-31,P111,870,1670
2024-08-01,P111,735,1670
2024-08-02,P111,599,1670
2024-08-03,P111,527,1670
2024-08-04,P111,501,1670
2024-08-05,P111,396,1670
2024-08-06,P111,149,1670
2024-08-07,P111,11,1670
2024-08-08,P111,0,1670
2024-08-09,P111,0,1670
2024-08-10,P111,0,1670
2024-08-11,P111,0,1670
2024-08-12,P111,0,1670
2024-08-13,P111,0,1670
2024-08-14,P111,0,1670
2024-08-15,P111,1531,1990
2024-08-16,P111,1404,1990
2024-08-17,P111,1330,1990
2024-08-18,P111,1302,1990
2024-08-19,P111,1174,1990
2024-08-20,P111,1047,1990
2024-08-21,P111,883,1990
2024-08-22,P111,740,1990
2024-08-23,P111,598,1990
2024-08-24,P111,523,1990
2024-08-25,P111,491,1990
2024-08-26,P111,365,1990
2024-08-27,P111,219,1990
2024-08-28,P111,2058,1975
2024-08-29,P111,1899,1975
2024-08-30,P111,1726,1975
2024-08-31,P111,1649,1975
2024-09-01,P111,1622,1975
2024-09-02,P111,1498,1975
2024-09-03,P111,1364,1975
2024-09-04,P111,1230,1975
2024-09-05,P111,1133,1975
2024-09-06,P111,1007,1975
2024-09-07,P111,926,1975
2024-09-08,P111,896,1975
2024-09-09,P111,754,1975
2024-09-10,P111,629,1975
2024-09-11,P111,462,1975
2024-09-12,P111,308,1975
2024-09-13,P111,169,1975
2024-09-14,P111,2086,0
2024-09-15,P111,2057,1900
2024-09-16,P111,1901,1900
2024-09-17,P111,1746,1900
2024-09-18,P111,1590,1900
2024-09-19,P111,1430,1900
2024-09-20,P111,1285,1900
2024-09-21,P111,1201,1900
2024-09-22,P111,1172,1900
2024-09-23,P111,1040,1900
2024-09-24,P111,873,1900
2024-09-25,P111,706,1900
2024-09-26,P111,2446,0
2024-09-27,P111,2299,2150
2024-09-28,P111,2222,2150
2024-09-29,P111,2189,2150
2024-09-30,P111,2028,2150
2024-10-01,P111,1859,2150
2024-10-02,P111,1655,2150
2024-10-03,P111,1516,2150
2024-10-04,P111,1316,2150
2024-10-05,P111,1246,2150
2024-10-06,P111,1212,2150
2024-10-07,P111,1075,2150
2024-10-08,P111,906,2150
2024-10-09,P111,728,2150
2024-10-10,P111,571,2150
2024-10-11,P111,406,2150
2024-10-12,P111,327,2150
2024-10-13,P111,2451,2330
2024-10-14,P111,2281,2330
2024-10-15,P111,2115,2330
2024-10-16,P111,1961,2330
2024-10-17,P111,1810,2330
2024-10-18,P111,1652,2330
2024-10-19,P111,1576,2330
2024-10-20,P111,1541,2330
2024-10-21,P111,1359,2330
2024-10-22,P111,1154,2330
2024-10-23,P111,964,2330
2024-10-24,P111,801,2330
2024-10-25,P111,644,2330
2024-10-26,P111,2894,0
2024-10-27,P111,2862,0
2024-10-28,P111,2684,0
2024-10-29,P111,2521,2375
2024-10-30,P111,2348,2375
2024-10-31,P111,2204,2375
2024-11-01,P111,2027,2375
2024-11-02,P111,1945,2375
2024-11-03,P111,1907,2375
2024-11-04,P111,1756,2375
2024-11-05,P111,1600,2375
2024-11-06,P111,1409,2375
2024-11-07,P111,1258,2375
2024-11-08,P111,1130,2375
2024-11-09,P111,1055,2375
2024-11-10,P111,1018,2375
2024-11-11,P111,840,2375
2024-11-12,P111,684,2375
2024-11-13,P111,528,2375
2024-11-14,P111,353,2375
2024-11-15,P111,81,2375
2024-11-16,P111,2371,2405
2024-11-17,P111,2335,2405
2024-11-18,P111,2059,2405
2024-11-19,P111,1848,2405
2024-11-20,P111,1702,2405
2024-11-21,P111,1551,2405
2024-11-22,P111,1404,2405
2024-11-23,P111,1311,2405
2024-11-24,P111,1278,2405
2024-11-25,P111,1108,2405
2024-11-26,P111,935,2405
2024-11-27,P111,3172,0
2024-11-28,P111,3007,0
2024-11-29,P111,2834,0
2024-11-30,P111,2716,2540
2024-12-01,P111,2682,2540
2024-12-02,P111,2540,2540
2024-12-03,P111,2366,2540
2024-12-04,P111,2203,2540
2024-12-05,P111,2022,2540
2024-12-06,P111,1868,2540
2024-12-07,P111,1787,2540
2024-12-08,P111,4294,0
2024-12-09,P111,3991,0
2024-12-10,P111,3851,0
2024-12-11,P111,3697,0
2024-12-12,P111,3535,0
2024-12-13,P111,3392,0
2024-12-14,P111,3303,0
2024-12-15,P111,3270,0
2024-12-16,P111,3104,0
2024-12-17,P111,2934,0
2024-12-18,P111,2771,0
2024-12-19,P111,2634,0
2024-12-20,P111,2479,2380
2024-12-21,P111,2412,2380
2024-12-22,P111,2381,2380
2024-12-23,P111,2212,2380
2024-12-24,P111,2024,2380
2024-12-25,P111,1819,2380
2024-12-26,P111,1668,2380
2024-12-27,P111,1532,2380
2024-12-28,P111,1445,2380
2024-12-29,P111,1405,2380
2024-12-30,P111,1220,2380
2024-12-31,P111,1075,2380
2025-01-01,P111,916,2380
2025-01-02,P111,745,2380
2025-01-03,P111,581,2380
2025-01-04,P111,494,2380
2025-01-05,P111,463,2380
2025-01-06,P111,2677,0
2025-01-07,P111,2498,2350
2025-01-08,P111,2356,2350
2025-01-09,P111,2180,2350
2025-01-10,P111,2018,2350
2025-01-11,P111,1944,2350
2025-01-12,P111,1909,2350
2025-01-13,P111,1741,2350
2025-01-14,P111,1567,2350
2025-01-15,P111,1384,2350
2025-01-16,P111,1233,2350
2025-01-17,P111,1084,2350
2025-01-18,P111,1028,2350
2025-01-19,P111,993,2350
2025-01-20,P111,825,2350
2025-01-21,P111,538,2350
2025-01-22,P111,400,2350
2025-01-23,P111,236,2350
2025-01-24,P111,2429,2390
2025-01-25,P111,2357,2390
2025-01-26,P111,2323,2390
2025-01-27,P111,2167,2390
2025-01-28,P111,2042,2390
2025-01-29,P111,1882,2390
2025-01-30,P111,1749,2390
2025-01-31,P111,1636,2390
2025-02-01,P111,1557,2390
2025-02-02,P111,1527,2390
2025-02-03,P111,1359,2390
2025-02-04,P111,1206,2390
2025-02-05,P111,1046,2390
2025-02-06,P111,895,2390
2025-02-07,P111,3134,0
2025-02-08,P111,3019,0
2025-02-09,P111,2989,0
2025-02-10,P111,2849,0
2025-02-11,P111,2691,0
2025-02-12,P111,2543,0
2025-02-13,P111,2413,0
2025-02-14,P111,2285,2145
2025-02-15,P111,2199,2145
2025-02-16,P111,2175,2145
2025-02-17,P111,2025,2145
2025-02-18,P111,1861,2145
2025-02-19,P111,1711,2145
2025-02-20,P111,1545,2145
2025-02-21,P111,1402,2145
2025-02-22,P111,1328,2145
2025-02-23,P111,3446,0
2025-02-24,P111,3304,0
2025-02-25,P111,3153,0
2025-02-26,P111,3015,0
2025-02-27,P111,2893,0
2025-02-28,P111,2783,0
2025-03-01,P111,2712,0
2025-03-02,P111,2689,0
2025-03-03,P111,2563,0
2025-03-04,P111,2462,0
2025-03-05,P111,2315,0
2025-03-06,P111,2168,0
2025-03-07,P111,2043,0
2025-03-08,P111,1962,1865
2025-03-09,P111,1931,1865
2025-03-10,P111,1794,1865
2025-03-11,P111,1661,1865
